Image,Class,Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Contrast,Energy,ASM,Homogeneity,Dissimilarity,Correlation,Coarseness
Image412,0,0.2031689719591769,0.19079165940959866,0.41868640774510585,0.26503763854881823,0.0538218090232696,0.007669790509054424,0.054636057421882024,0.4648706859714751,0.23613126184557442,0.6539961627075157,0.14315333826468604,0.911920160503989,0.0
Image413,0,0.17282699722996797,0.1556889644617397,0.37518843694724396,0.22131657659003134,0.06154059435652442,0.009300408458565654,0.034418426947795476,0.4191005678779399,0.19524426774841722,0.5816235877299014,0.13645696823557543,0.9432263786882977,0.0
Image414,1,0.07651270441640666,0.14078343566647372,0.35525055565638913,0.062260355113572884,0.18277381818176824,0.04918270243554614,0.09778170714789225,0.1981811769809998,0.05206820622166426,0.3244475308709703,0.29851620206597745,0.9341477941838128,0.0
Image415,1,0.12743436128212934,0.23451647569471726,0.46762054120627333,0.017186966754945493,0.13430483810262972,0.03009027902714769,0.04912346206065925,0.08683522751454158,0.013923864679635386,0.2849639819323241,0.24796014429571034,0.968073949580516,0.0
Image416,0,0.5944304869182697,0.3153030880980307,0.5472944626947751,0.18208557445507684,0.002328856890775305,0.00022504008243609845,0.028490681312901216,0.37395196695354355,0.15868688065172445,0.569558802481396,0.1263058524658231,0.9306832350485408,0.0
Image417,0,0.5111629533511868,0.30348568662226233,0.5363352353934628,0.2464014156626893,0.007919378339437268,0.0007975555079377241,0.028246738874794758,0.446048764983983,0.21885103048881405,0.601140701322104,0.12415028529358176,0.9421018222244748,0.0
Image418,0,0.37468043400237583,0.2394398496692132,0.47283462314515073,0.2755345052207005,0.019016733139597876,0.0021245583392159213,0.030876107412746007,0.4757853623888725,0.24645036190826275,0.6131157691398037,0.1366238123462211,0.9323369624429878,0.0
Image419,0,0.2376471291976112,0.16653521323056558,0.38910639049429374,0.28365341930907484,0.03726593561526401,0.00482067659224495,0.03565333366536946,0.48375916480357006,0.25412754948575283,0.6157623797137513,0.14925573260117098,0.9140721331497867,0.0
Image420,0,0.05694762706717095,0.04666183114534416,0.19181642883918784,0.5780538121904365,0.1277217656655558,0.027444273952911213,0.05524050433778264,0.7287931877156105,0.5470513065981191,0.7214234945272473,0.1694810225181332,0.8668368535132633,0.0
Image421,0,0.21583841786072558,0.2563621352499259,0.4903608923941048,0.2643068557331871,0.06383560943013653,0.009796058479789274,0.04803837425132257,0.46447730012353217,0.23576343202815583,0.6877589711519858,0.13004638902616783,0.9603001422261048,0.0
Image422,0,0.023498799039231397,0.00997630396837509,0.07468157142956328,0.5754705989655496,0.15835861834332518,0.039871309460760763,0.011288457480921723,0.7271321254697464,0.5446938909004748,0.7464081670057345,0.06982412418796467,0.8990207580409177,0.0
Image423,0,0.07826537091742351,0.040990060020780185,0.17797991150813977,0.24181720100062215,0.07704786885558604,0.012867774350154456,0.0120060354321497,0.43992505685983757,0.213369372838977,0.7239383561642967,0.07199866125979684,0.9398200013888047,0.0
Image424,0,0.10663013169156009,0.052127387551641695,0.20439123871142975,0.3344344891425352,0.054600977589596054,0.007872236172140116,0.009013430768782941,0.5289182841819423,0.29981308289500985,0.7761634857120663,0.052368765974811854,0.9554991106543924,0.0
Image425,0,0.17065560494372542,0.07530668247027633,0.2516330483716978,0.5190574998251523,0.0330626062672961,0.004266358771038434,0.010751514368832978,0.6847590817899624,0.4862727959893965,0.8097415466006943,0.05542606866330693,0.9474536775834719,0.0
Image426,0,0.2531942795615805,0.09111706914206094,0.2798023591928194,0.16621735258330753,0.013727226853715323,0.0013799316193048678,0.006915278520421625,0.35166030396956566,0.14201937257708647,0.7449072945850732,0.04594668637360544,0.947932025840097,0.0
Image427,0,0.17641147400679189,0.06768347538246057,0.23700654209235508,0.20123997743054223,0.025761260867678375,0.0029581397129108374,0.007417898843871545,0.39297725593746125,0.17363490212380298,0.7481372195030165,0.049319163633457966,0.9400093710945492,0.0
Image428,0,0.0872919024875074,0.037358531593246085,0.16862507948760744,0.31573696584705235,0.057811737829833905,0.008540047056504081,0.011522923824587968,0.5123959812078671,0.2826631252907682,0.7654302743165748,0.06428576630069616,0.9101144400253021,0.0
Image429,0,0.1691422103199802,0.13060691469209632,0.3410298771015913,0.3298224660496828,0.05327277553123274,0.007568055433519333,0.025846010024708127,0.526766427087809,0.2975510466252289,0.7285438911803297,0.07941603170331422,0.947990247827887,0.0
Image430,0,0.5623045562887092,0.2654904439112936,0.49957603062072914,0.1404978810469053,0.0014212823253840629,0.00010795132480601434,0.024553359549200352,0.32121615161865724,0.12073248581183074,0.5801114765004607,0.10845590836355447,0.9191975934693462,0.0
Image431,0,0.525351775673414,0.2572122573264177,0.4912259286045681,0.15595321720598404,0.003220817079097313,0.0002666640374775959,0.022398028360739886,0.34137419198602154,0.13463655409358669,0.599008639080187,0.09958396831785768,0.9285683491428087,0.0
Image432,0,0.4588562804266417,0.24197884769341843,0.47550268604385487,0.1406960235645512,0.00801999092211643,0.0007226133885253954,0.024772281900429734,0.3209802494346711,0.12057419525460757,0.5982571863684973,0.10365071024658283,0.9152901084767557,0.0
Image433,0,0.34830070953314296,0.2032551422171283,0.4331573762145915,0.18639015378877236,0.018109669621848366,0.00194089894090594,0.03194419185808258,0.379025828640738,0.16260828531929486,0.5858906189004143,0.13168349860870548,0.8992564952762052,0.0
Image434,0,0.1996585774366621,0.12634773633444749,0.3349154073883313,0.22874227611232978,0.042125466043634256,0.005694659517245896,0.032618324152936896,0.4274983778213759,0.2024575519412609,0.5652007966307802,0.15628444549603202,0.8978697853600566,0.0
Image435,0,0.04687750200160132,0.030213799565138512,0.14882821224235743,0.7882787613716655,0.12742683685323547,0.02781975378194287,0.03816452309452363,0.8716430495066209,0.7687684441246952,0.8047319920226383,0.1157884866928817,0.8459765005516591,0.0
Image436,0,0.18608173895438215,0.15046780154173112,0.3683169765856807,0.32541652021395023,0.055832401652303874,0.008323719010876824,0.022526231774039902,0.5237746681084078,0.2944202535323354,0.7344540077365336,0.08086060293542707,0.9670461170522264,0.0
Image437,1,0.22447107110976153,0.36729542036681406,0.5932407596714018,0.01084628012714536,0.08234193038394216,0.014273185938409209,0.05220035439145785,0.0629294084689181,0.008707340360019179,0.31908696310554435,0.20578025058738406,0.9337461760534649,0.0
Image438,1,0.14910135004555392,0.2293308612452367,0.46206947651420316,0.005352166953591323,0.10585124837734924,0.020846872999878422,0.04468518319241093,0.0370943917765139,0.004251446932248791,0.3276079803343114,0.17144325108879008,0.9118148112776185,0.0
Image439,0,0.3974945473620287,0.3047085830341675,0.5374790747595419,0.19304834132228652,0.023036041456479216,0.002653695624238255,0.06617577380654721,0.38719919691351085,0.1690247448405792,0.5854761841927658,0.1704564568334011,0.8698006081284793,0.0
Image440,0,0.03621379862510693,0.008324587687893417,0.06623745266348707,0.2765005891429391,0.07530025005753055,0.012481167426698848,0.0011291180957789663,0.4703397911480709,0.24127455194506137,0.8510777129093106,0.016559148361878964,0.9605844413411337,0.0
Image441,0,0.047879222918564696,0.011218150331405316,0.08062132375494843,0.7350080797924402,0.060829368329517415,0.009247806023145462,0.0006378353669220856,0.8334849397242216,0.7058700362951293,1.0,0.0023899222781005557,0.9817526616506114,0.0
Image442,0,0.16315121062367144,0.02844091204819106,0.14357437313140567,0.2229004278620033,0.006702897892299643,0.0006175030263064533,0.0015109893354959397,0.4130769437361862,0.1901501623291369,0.8587016551147324,0.015999664894087304,0.9443292620878725,0.0
Image443,0,0.13164784701324292,0.024679359563457497,0.13187705796117302,0.26727813965691744,0.013818997911960708,0.001417193729150448,0.0015848689759289409,0.46022556671398196,0.23180606932320888,0.8598850588562954,0.01722847904105278,0.9465604217107901,0.0
Image444,0,0.08944258855360149,0.01841611849916732,0.11031154652229089,0.30212873848400656,0.028594350109179385,0.0034120177728982886,0.00320329185461997,0.4959010205953762,0.2660423235545902,0.8193682469338524,0.030023363841831924,0.9004182030287411,0.0
Image445,0,0.041096785474356454,0.008663052366952043,0.06802474891327778,0.29703901740632865,0.06665302605490944,0.010669754118915579,0.004443644571876391,0.49419804242765053,0.2643548490918818,0.7906269526746756,0.039151998460044676,0.849916654985535,0.0
Image446,0,0.22279570783063254,0.16903353913056748,0.39224786168583836,0.5533626168712383,0.04344502140113838,0.005966918910095375,0.023730389998168736,0.7108964126538443,0.5219189891224072,0.7640947990988032,0.0886019516762445,0.963267502700353,0.0
Image447,0,0.3275332910006162,0.22011760968575586,0.45205057403567767,0.3599582868270152,0.026913992020704484,0.0033175653260337215,0.018806394799543037,0.5554079817673337,0.3283567310627521,0.6706348834857663,0.09504574150154826,0.9719784631349189,0.0
Image448,1,0.05304795560586419,0.07153079942506622,0.24448436860299363,0.0039046972434043543,0.1959839751274644,0.05677157464252872,0.05132633378902541,0.028806068038554414,0.003081975531249171,0.18403134162897716,0.3003195670591885,0.8817401533701759,0.0
Image449,0,0.35004923479013017,0.3644411677870364,0.5908060781283093,0.5364963169502363,0.03481366892987444,0.0043427152805898435,0.07297900383933778,0.6976902696504125,0.5037513766531324,0.8424472310484519,0.10655325402719797,0.9313697904523863,0.0
Image450,0,0.5282823960317677,0.4547399702586036,0.6637259419343361,0.2948198957999497,0.016184976896371682,0.0017188752249230107,0.07237729968417725,0.49451730723290865,0.26467080114248476,0.6863816392758635,0.13555454014113155,0.9114472701574243,0.0
Image451,0,0.17134719269668616,0.13688899871134333,0.3498706991332566,0.6682566679821914,0.05861219763383949,0.008998580441992001,0.010620640339473913,0.7924693053626817,0.6412473289741881,0.8400786410684227,0.05279347771615364,0.9949476920230698,0.0
Image452,1,0.12375325547794576,0.23433291499636383,0.4674250934607442,0.0023370484477689205,0.13818868426196043,0.03130280698342866,0.08938289604987598,0.018830025999477987,0.0018419072027655258,0.23519033914138432,0.29325633457557115,0.8246325313857708,0.0
Image453,1,0.08151394678961552,0.15705507023257667,0.37696737610116887,0.0038802822187497584,0.1793335027229507,0.047553843838273074,0.028622688813073376,0.028642434719844276,0.0030601587725006393,0.23348894326734448,0.21382372303535926,0.934035139096427,0.0
Image454,1,0.07060913098294741,0.11238489219776962,0.3141180195860513,0.006899923069700843,0.17977787169373668,0.04908283979102966,0.11009763325641432,0.04480977884884657,0.0054536124139889265,0.3459021506409026,0.22216525636463036,0.7735575086632287,0.0
Image455,0,0.2592368147391479,0.22438321401736727,0.4567146136512355,0.2221704840432025,0.04254675791977474,0.005661829044938339,0.06419950163838514,0.4198686418946221,0.1958986151487514,0.6143797928983104,0.19140973573926534,0.8877908932171761,0.0
Image456,1,0.2019206169533329,0.30611918656116494,0.538795649437274,0.05936512098365291,0.08344601019835393,0.014535237247376584,0.050170158932066306,0.1924841530624153,0.04956311740290342,0.41118378485611345,0.18422257499874056,0.9578762444121347,0.0
Image457,0,0.15132611836595744,0.14248461871524992,0.35757741017661615,0.27886488422550826,0.07062187903199621,0.011302311754700721,0.04179242411097104,0.4790741852602093,0.24960267728021654,0.6390879936554354,0.13812822329792565,0.9352880718775483,0.0
Image458,0,0.2510758031712729,0.19022610077980118,0.4180187668411253,0.4669515418665156,0.037005677379536216,0.0048018988522511375,0.03832114235824085,0.6447941718276228,0.4341975954763973,0.7315107456333636,0.11318444882120642,0.9299214057472263,0.0
Image459,1,0.09681998472341084,0.12388204921887588,0.3313289022201074,0.02688099120486201,0.13278078026792292,0.031116699656768283,0.052376652772461146,0.11661565019730454,0.021892385186690497,0.3824788384407553,0.2145828927336389,0.9115669873013634,0.0
Image460,0,0.12413194923755123,0.1163245732369668,0.32010982244259395,0.33861915427144845,0.08229952299589818,0.014174845100488297,0.0397837627209986,0.5358143549517461,0.3071196177313655,0.7471776454916557,0.10409608554707718,0.9389128664817443,0.0
Image461,0,0.1756255579175987,0.16599101369643934,0.38841899860311185,0.2316215515257139,0.06527978310042096,0.010332364204724224,0.036155766104369935,0.4302834190266403,0.2048783956697512,0.7338742173005928,0.09473267187692624,0.9492321154717667,0.0
Image462,0,0.23567773759237298,0.19849254770261046,0.4276812236576076,0.4755672190096764,0.04455162639379776,0.006113826749424613,0.0331091774503377,0.6514881095142829,0.4427151662598733,0.7930999306852875,0.08868198274067053,0.9543473423154256,0.0
Image463,0,0.4777817656423998,0.3464232748829598,0.5752122477288732,0.2035945521310012,0.017027488323139293,0.001923485801236472,0.04094505169523948,0.39930720913212797,0.1787558739794911,0.6556327881953905,0.11301228543550966,0.9313521982744195,0.0
Image464,1,0.658195521934791,0.5136687657534159,0.7074561421847254,0.11616235470934128,0.011275780708411641,0.0012276975492464476,0.0559824020538196,0.28730477578021674,0.0990279732782008,0.6308265700913533,0.12293810093790473,0.9110318077916122,0.0
Image465,1,0.15903803502572203,0.21853719265309432,0.4503111321177284,0.12650390135996162,0.08921596788488284,0.01578436062005199,0.07184288995016659,0.30259189841691203,0.10855049613018562,0.5181869318270749,0.15969038172394823,0.9251324866200563,0.0
Image466,1,0.09252735521750734,0.07950980896435736,0.2593858070879508,0.05586071506042091,0.09675415723242631,0.018233143302667294,0.02165698152918316,0.1849010783359133,0.04632129345359359,0.5039551738403378,0.11141441018701172,0.9251249357451994,0.0
Image467,0,0.11053486467334797,0.08879775048518168,0.275830377770608,0.27084877452522804,0.08273002838277949,0.014244531592087238,0.02138361731251405,0.4704567561650995,0.2413851496938849,0.6416027107106717,0.11471777149578628,0.9613485254251133,0.0
Image468,0,0.12574381344155788,0.08578295628270388,0.27058993529454484,0.2970437896614646,0.06476162536704128,0.010050891503735424,0.01651050627217567,0.49622788958525443,0.26636682684969853,0.6622809874347557,0.09861019041729085,0.9594289173605928,0.0
Image469,0,0.16489421422195236,0.10619445359085766,0.30448886901174116,0.6043196510397877,0.052269736895225634,0.007776301896240218,0.01569743231855458,0.7480045848001566,0.5746852476495674,0.7537640141690949,0.08521458386668578,0.9646502661572502,0.0
Image470,0,0.4305297111252224,0.2158437545854989,0.44733218930675217,0.14756923078727158,0.009859778343706445,0.0010117258253554656,0.021324342913686616,0.3307301859199102,0.12720170419626542,0.5627376721851984,0.11697650384078366,0.927174089626714,0.0
Image471,0,0.13800005521658712,0.09795735152814651,0.29123439635473464,0.30149341990253675,0.07487616901249103,0.014048312231634264,0.030584406321944455,0.5014569172425157,0.27158472288901425,0.6411716773109108,0.12143869388021551,0.9244160362811518,0.0
Image472,0,0.16088687041587307,0.10813906143241565,0.3075429293913513,0.3182767476875154,0.05459241972595923,0.008084452980898223,0.011542978954290947,0.5173482237054906,0.2877508101093842,0.6594928307614549,0.08532775375480565,0.9808530797411303,0.0
Image473,0,0.27172220535048774,0.16780394775700316,0.39070463995551874,0.37171814561412475,0.031353369329504825,0.004038612959667982,0.015601022169996625,0.5657761615236858,0.33988022056073025,0.685562297234664,0.08940659486014237,0.9705660392612785,0.0
Image474,0,0.36786440646770474,0.2038211595609858,0.43380393532856937,0.28965523815270855,0.017387083766591933,0.002019411448390669,0.017314845815740856,0.4900964254106488,0.2603124642775498,0.6305143748828455,0.10709484082226368,0.9622009153625664,0.0
Image475,0,0.4428121807791061,0.2174568315465068,0.44911845888003493,0.1528191136664352,0.010794058999925367,0.0012503778049925288,0.01920056806523813,0.3382783393417592,0.13245261086090077,0.5331180106395712,0.12909730221905838,0.9422810227004712,0.0
Image476,0,0.4433947157726174,0.19932908866891735,0.42864779262644387,0.0888415279020984,0.00770210874937427,0.0007302538435867249,0.01694002477687481,0.24482310578638544,0.07482220722004988,0.5473936582208894,0.10693490309451907,0.9320145305188716,0.0
Image477,1,0.03294267597986437,0.03626116584041871,0.16571206372251465,0.005936959350331693,0.21171091108423168,0.06216772174752555,0.010303712817487721,0.03992170068834845,0.004679273760703666,0.2540325387864601,0.13724823814257112,0.8822072893674515,0.0
Image478,0,0.23923552635211642,0.19423220277822106,0.4227269351232016,0.6350065182052209,0.043501277997252265,0.00598060140495471,0.02216654402745933,0.7695589299241715,0.6064972600083798,0.7965924491491252,0.07827825457838726,0.9738412947780977,0.0
Image479,1,0.37070990125433867,0.353405387766348,0.5813019142416344,0.002510989184938483,0.037938757351381074,0.005023825031920187,0.051166482329137,0.020033228154657468,0.0019817650691611524,0.3677938520943926,0.1973390656355265,0.9244222420430814,0.0
Image480,1,0.36048609002144394,0.3441977232985832,0.5732583287632643,0.004512569327272619,0.03984585322172363,0.005445008485497205,0.05356299176223991,0.032414393130296856,0.0035755778798346478,0.359026452635474,0.2085488955081781,0.9218842773566909,0.0
Image481,1,0.29124310943007325,0.28138912412379685,0.5152569231090899,0.004719720770151379,0.04634130714354157,0.006620639304616591,0.04317316160389337,0.0335706006354069,0.0037388070838646854,0.3716674207878387,0.18784643312181135,0.8949380571444787,0.0
Image482,1,0.676059928402494,0.6006185701750174,0.7676353234239154,0.07582896892046975,0.01452720557913325,0.0015624469822372658,0.05497568975539925,0.22331872787816176,0.06383436828868563,0.5155040396487658,0.1682430253480149,0.9269896871836281,0.0
Image483,1,0.49370576921307135,0.4703074699221622,0.675540359802727,0.10642123803612968,0.024945041299300523,0.002965030220611466,0.07291575034616357,0.27339170192581563,0.09073491987803722,0.5491391099550003,0.18227821372290584,0.9010693858256857,0.0
Image484,1,0.3135441686682683,0.3267568320884496,0.5577227688968418,0.17703385808878208,0.04466296944607689,0.00629948243855146,0.08969107572325695,0.3686373944886349,0.15463020479285228,0.5553370481385811,0.21816284355901763,0.8869199705027384,0.0
Image485,0,0.2561285810257403,0.11018134854390196,0.3107212680665361,0.1942380365670955,0.016996653581041125,0.0017673481122772536,0.012257153402186968,0.3867997499352192,0.16870830581896976,0.6970164073331884,0.05851634781211462,0.92760568376739,0.0
Image486,0,0.15255192659875058,0.07289948881929752,0.2470966433130218,0.2162724629400814,0.037255669307879345,0.004708158987284874,0.01491149638430052,0.4119397944350429,0.18919597638368002,0.6872501486683786,0.0680184475640499,0.9065456202965176,0.0
Image487,0,0.023400789597195024,0.012195373163995367,0.08508725915928828,0.478487470008291,0.1620017387123052,0.03971428554390685,0.032110913184202186,0.6529799008750585,0.4446245954955988,0.7645144287239058,0.11159829265263456,0.7876891086257807,0.0
Image488,0,0.1050449555046336,0.05307884382251385,0.20651310967021344,0.2418671874652257,0.05891640688954051,0.008807293070067519,0.007239658354458034,0.4404143459088719,0.2138048266320632,0.6597362321689118,0.06734934891069369,0.9692688953463295,0.0
Image489,0,0.12404222228357419,0.05152755121552935,0.20304376396154256,0.5499615871007786,0.04486368550439775,0.006321980366302605,0.0064931830239243265,0.7081924258499986,0.5181730189607362,0.7734794067603306,0.050945648475080166,0.9640121282923251,0.0
Image490,0,0.22822349833890124,0.0863552504082888,0.27159163173687323,0.3317784710617594,0.019028211368084753,0.002209523049542147,0.00868657400294794,0.5292980295078552,0.3002131558748996,0.6976677180866768,0.06661405961773105,0.9503088455316786,0.0
Image491,0,0.27874851605422296,0.09750808316612228,0.29049590063731184,0.26823684728320063,0.011632779898020869,0.0013087022288909584,0.009432311600721381,0.46814759985346,0.23920635237963278,0.6641280057862335,0.07181061620534562,0.9412273272913025,0.0
Image492,0,0.3292473058906888,0.10350006552721885,0.3002111364615662,0.24541059391479378,0.0046859612278976615,0.0005650092737883067,0.00984747911242013,0.4446392102723901,0.2175831529874411,0.652629716824193,0.07134778612372597,0.9315997735027333,0.0
Image493,0,0.3564230694900756,0.10725649291312464,0.3061602295628623,0.16107803470610446,0.0025742858115859885,0.0002899144433372489,0.008581958901583808,0.347613800567421,0.13909179386465917,0.6202855094622532,0.07024590185922527,0.9332622434948981,0.0
Image494,1,0.16915141308449066,0.19012876760177,0.41790376571981475,0.004099011551728396,0.08477905016449364,0.01526232915182879,0.016213854628813276,0.029918485690751076,0.0032315961974183453,0.34356458157119163,0.13963290914675475,0.9763048035598905,0.0
Image495,1,0.10648564828874603,0.123725791780532,0.3311004283026659,0.0040578434641216415,0.11407304799880044,0.023555462052843087,0.040348717750352356,0.02970974964860866,0.0032033476619497655,0.2542363278164942,0.24745368109407406,0.863549356942896,0.0
Image496,0,0.24446223645583162,0.19522611195558773,0.42388753075642327,0.5454227865675246,0.038753632936740855,0.005001427471767297,0.032989301825858394,0.7042311402730171,0.5127095265056161,0.7968861226197401,0.0855545431772773,0.9493932208116429,0.0
Image497,0,0.4369302338422474,0.2980939518062611,0.5312644627651685,0.27389628404119815,0.014624306598920618,0.0014999507146138367,0.03956420440271377,0.47325972962857465,0.24404306227580794,0.6910141490407042,0.10596197472521278,0.9236291408285862,0.0
Image498,0,0.4806175975262981,0.319986839438127,0.5515813288607061,0.24404628022924166,0.011849577729041737,0.0011819513491735057,0.038266930902506525,0.4426482674623236,0.2157985490597379,0.6781883690978303,0.10589162528433975,0.9258319630336098,0.0
Image499,0,0.3212450420106203,0.2774876712847141,0.5114506553387094,0.18975786164002315,0.03239888895992422,0.003919824053489523,0.057343477354041036,0.38238136437240544,0.1652276659348826,0.6075721986356111,0.16181869755057707,0.8975079414908071,0.0
Image500,0,0.1313156272144155,0.12787899533958796,0.3371252791481778,0.46651599375039887,0.08178925705354967,0.014013672132040331,0.08590653956138827,0.644281310631028,0.43354841376398234,0.705742859282245,0.19736292855735288,0.8668979666461416,0.0
Image501,0,0.08446757405924739,0.031286396171485556,0.15193471845849524,0.3195230397083161,0.05533223351295682,0.00812857481648209,0.004434027371230072,0.5168138761741121,0.28719967768853594,0.7369766332551628,0.04454200362966315,0.9628988472738924,0.0
Image502,0,0.13864608928522135,0.05233068481839958,0.2048462016255678,0.5301775599160241,0.03630796568084662,0.004993484421754109,0.007776775940587354,0.6929683909403176,0.49733335517775257,0.8147242252042457,0.04790739193272256,0.9451025491199809,0.0
Image503,0,0.2535103945225149,0.0762343325864309,0.25336210766959927,0.18076881405524534,0.01029512797192609,0.001046138412037637,0.00659816251356006,0.3708630776002543,0.15632277353167032,0.6970212696933342,0.05496869222486882,0.9372952719576793,0.0
Image504,0,0.18179187027783164,0.05794145735687101,0.2170775070237577,0.2236946731078779,0.021265454906727967,0.002416965016420537,0.006599619120051138,0.4201258123815226,0.1961179495427835,0.7003622936845821,0.058397947800524305,0.9346074021057542,0.0
Image505,0,0.11112890312249817,0.03778609567027716,0.16974879616129182,0.2657351592301389,0.04234062014198118,0.005810336834951837,0.008337426496034722,0.46489533126561555,0.23615431554890673,0.6915787838563878,0.07023506196354588,0.9102922797398225,0.0
Image506,0,0.018883152499010725,0.0038712750898769657,0.03873964533820285,0.7020953543325582,0.126652457268244,0.029647988784254328,0.005130329060511025,0.8149037217895453,0.6762108604934833,0.8186907729681927,0.045085219166820276,0.8224982385070225,0.0
Image507,0,0.1661977858148591,0.12481964211196094,0.33269682654768534,0.7253858549436941,0.053578219488437155,0.007782553026699096,0.02898454543298343,0.8304650984914106,0.7010065826168793,0.8916755272115391,0.06395394890270065,0.9425934530679605,0.0
Image508,1,0.6033516468347102,0.4218615807566961,0.6380918695001073,0.05773601586990608,0.014625131296280812,0.001766067183607876,0.027386427294669786,0.18924634338376878,0.04816599183116709,0.448261374472446,0.15522782021067896,0.9551563301394839,0.0
Image509,1,0.1902846415063086,0.22142881166170364,0.4534890010860771,0.010262960989993493,0.07474969553083113,0.012701526168051213,0.02211654187664723,0.060641258812592844,0.008263150511516456,0.3332668011620694,0.15444290317470774,0.9575575770410101,0.0
Image510,0,0.14096564608008275,0.11918288644074862,0.32439428943782517,0.24231247370255196,0.07023283088768623,0.011389943341802041,0.06918967834608335,0.44195857889016565,0.21518203893529758,0.5624048740916432,0.18557412520617708,0.8456187694553559,0.0
Image511,0,0.14693870038559606,0.0757446800160291,0.2524507383794442,0.6321506654419801,0.04360212625083452,0.0059745728728004795,0.012803419649524929,0.7668238027502762,0.6024131623942861,0.8635307953427462,0.05218564373295373,0.9506377367604371,0.0
Image512,0,0.14174373981944183,0.059518653493939276,0.22040987971812973,0.31742273305866914,0.03681240358038932,0.004699882059563158,0.01600339235344621,0.5115046048932692,0.2817521596380993,0.7943471312233277,0.0692509533540329,0.8898700451487787,0.0
Image513,0,0.04483126731270069,0.021122895064962562,0.12000248970151722,0.5818282626828714,0.10222671932479702,0.01928589157600254,0.020074977416887074,0.7290735422974973,0.5474496923918374,0.859714127304577,0.07697574127635315,0.8581446918990463,0.0
Image514,0,0.21304261800244814,0.1744590440766795,0.39899156928280893,0.7999635550451105,0.04696775458066808,0.00655577222746117,0.016345588919382294,0.8788946224186707,0.7810244495165147,0.8521247088330257,0.0601445750102821,0.9848989952641194,0.0
Image515,0,0.34323780863771663,0.23290700974754464,0.4659042469231581,0.5009381864544233,0.02280603458427268,0.0027212163641615423,0.027014271353820268,0.6713740704413033,0.4685046857643153,0.7348783413651727,0.09790948475684054,0.9539037997482147,0.0
Image516,0,0.46524944093205534,0.2705808772704335,0.5046464173958707,0.29054236691066315,0.009892759435384042,0.001051259071753752,0.023522008189211113,0.49072299508809125,0.26092798347307566,0.6164964368622088,0.11681235565510258,0.953128819536778,0.0
Image517,1,0.42680535232783895,0.3390773732995157,0.5687388765124798,0.02766786219387598,0.038024248068931864,0.006013687076319891,0.024405159525655917,0.11861230957250403,0.022484983149306394,0.3981106252454158,0.15400597795830884,0.9577861190109744,0.0
Image518,1,0.005653258238774904,0.008782100916826326,0.06864599814971156,0.014524717623145118,0.5709899751412888,0.36993232380107016,0.1126977554988205,0.07616528842098746,0.01146570454994523,0.0,0.5486114891752765,0.6377472492787815,0.0
Image519,0,0.05613640337557422,0.03292972109663243,0.15659600411754787,0.6231147810447257,0.1144588463498668,0.024391591329137735,0.02652557353192421,0.7613392400720755,0.594265054134389,0.7413160844776767,0.11421164668924898,0.8808507455750263,0.0
Image520,0,0.22720015092533818,0.26005773287895273,0.4941110153892934,0.4608188738503088,0.059435820520203984,0.008874061897769184,0.04199665118621581,0.6397100531488576,0.4277834679800119,0.7371793302375376,0.10965793534670538,0.970907288312858,0.0
Image521,1,0.3230570663427289,0.4919426177480669,0.6916402519589478,0.017872865406473426,0.0582547651858055,0.008726268445872373,0.037218733378553394,0.08924051099978854,0.014506916113949638,0.3596309854902993,0.15778042147384014,0.9622330522931999,0.0
Image522,1,0.13165797005420457,0.21747607064629865,0.4491397237862295,0.04728252892151462,0.11913665533614262,0.024908440394421815,0.07867242776572324,0.16710039631482415,0.03912683506949598,0.42035740075579314,0.19836065137686054,0.9190987689071703,0.0
Image523,1,0.057690750301390585,0.08682700328368648,0.2724148867855319,0.10598444512300778,0.18313065671631779,0.04848201584613825,0.13975592871356457,0.2721455755340629,0.09000952094615264,0.46298732477358046,0.24519979736781544,0.8337249247667371,0.0
Image524,0,0.21975557457460235,0.2311802608455437,0.4640563084710031,0.3767787581393594,0.05924093901540111,0.008868052426127593,0.03720556770362035,0.5700713178878701,0.344711890461333,0.6815663070123004,0.12296416638996728,0.969318421857325,0.0
Image525,1,0.11585498283684414,0.15285428379450486,0.37147222404626956,0.07024437979771422,0.11570918520311216,0.02406922565012026,0.10035155242489958,0.2133579335967808,0.059033005325400824,0.3740191184998017,0.25591247449826515,0.8757184543914134,0.0
Image526,0,0.2104129280435844,0.13357685535501282,0.3452351833275742,0.5369231209109462,0.03587138102071131,0.004575024718818464,0.026072088306520302,0.6979386701178715,0.5040901401082026,0.8128214128671163,0.07577987228173406,0.9328713549806325,0.0
Image527,0,0.32893947341781427,0.17547867559302735,0.40024724425815306,0.2953745459638928,0.016281745183202655,0.0017607287924251815,0.025413288855297665,0.49494031640415426,0.26508970979858504,0.6711741102293391,0.09644482561842832,0.918736599816353,0.0
Image528,1,0.21916337667835456,0.25311694202449,0.48704556233887214,0.005705556840966313,0.07519544886938359,0.013265203199677191,0.023915670888528084,0.03896652253839615,0.004533092468050859,0.36122188390079574,0.15156435882218658,0.9709623237011717,0.0
Image529,0,0.10892346060756646,0.08730245911716987,0.2732423718618352,0.34552489874361597,0.0787510981575808,0.013178057014012576,0.060798653334260114,0.541989487307358,0.31373652132324087,0.6500781427861211,0.1671302991969509,0.8490721564428307,0.0
